Restaurant,Reviewer,Review,Rating,Metadata,Time,Pictures,7514
Paradise,Noor Mohammed Zubair,"Taste: there was huge hype about biryani hence I tried it, didn't find the taste up-to par, not really happy with the food taste.
Ambience: the place was well versed but not calming enough to keep you concentrated on food. The AC wasn't working properly which led to uneasy food experience.
Service: it was alright. Don't have much to talk about it!",3,"45 Reviews , 48 Followers",5/22/2019 12:46,0,
Paradise,Rama Teja,"Mutton biryani was very good.
And
Service was very good and
Nice place in paradise gachibowli
And
Next time visiting again with my family and friends",5,"0 Reviews , 1 Follower",5/21/2019 22:09,0,
Paradise,Mahender Chenna,"Tanduri chiken is very good and
Chiken biriyani is very good and
Nice place in paradise gachibowli
I am happy and enjoy the food
And service is very good",5,0 Reviews,5/21/2019 21:57,0,
Paradise,Somsubhra Chakraborty,"Paradise, Gachibowli is an amazing restaurant. I've always received a very warm service and an amazing food. Saleem has been a wonderful server and provided a very good service. Really love this place.",5,"3 Reviews , 20 Followers",5/21/2019 21:39,0,
Paradise,Kiki,"Mutton biryani was nice and awesome, chicken tikka was great it was my favourite... The service was nice and polite we had nice time here will visit soon finally upto mint thats great",5,1 Review,5/21/2019 20:12,0,
Paradise,Aijaz,Had a good time and best service...near place to come. Food is very tasty and good. Good good good food very nice restaurant. We would like to come over again and again thank you so much the tasty food,5,"2 Reviews , 167 Followers",5/20/2019 20:51,0,
Paradise,Prashant Kumar K,Taste of the biriyani is well defined with the taste of flavour .The price of the biriyani is quite more .but leaving that the service of the staffs is Good and secure,5,"1 Review , 1 Follower",5/19/2019 20:02,0,
Paradise,Saikrishna CS,Biryani taste is good. Service is also good. The ambience and the waiter response also is good. The table was well maintained and clean. There was no waiting for food,5,"1 Review , 2 Followers",5/19/2019 17:59,0,
Paradise,Amar Stark,I like the way the staff treats the customers... And the coolest thing I've seen is the food presentation.. And also the food.. That's tooo good especially the supreme chicken Biryani,5,"2 Reviews , 1 Follower",5/19/2019 14:11,0,
Paradise,Sumit Singh,The biryani was good.The service is good.suggest everyone to visit.Its a good place to come with the family and it's a place where you can visit again and again,4,"1 Review , 2 Followers",5/18/2019 22:18,0,
Paradise,Indira Prasanth,"Haleem is very very good and I am enjoying the food
And nice place in paradise gachibowli
And service is very good I like it
Next time visit again",5,"1 Review , 3 Followers",5/18/2019 21:30,0,
Paradise,Srinaja Sahoo,"We had Haleem and mutton biryani, both of the dishes were amazingly well cooked. The service provided here is tremendous. Must visit restaurant.",5,"1 Review , 2 Followers",5/18/2019 21:25,0,
Paradise,Vellala Pavan Kumar Pavankumar,Menu is good.service is also good.taste is good .Biryani is good.all items are good.birya is having nice flavour.staturs or good and lime shoda is good.,5,"1 Review , 2 Followers",5/18/2019 20:33,0,
Paradise,V Srikar,Food is delicious and service is also good. Environment is very good with pleasant pictures on the walls and veg items must be specially tried,5,"2 Reviews , 1 Follower",5/18/2019 20:26,0,
Paradise,Kranthi,Delighted with the taste.Always expect very fair and good service.Value for the money!Had an awesome Hangout here.I always recommend this place.,5,"1 Review , 1 Follower",5/18/2019 17:46,0,
Paradise,Chinna Ramakrishna,Good food and the service of quality are very good and the ambiance and hospitality are amazing t I really enjoyed the food Judi busy bug birth Nick,5,"1 Review , 2 Followers",5/18/2019 14:05,0,
Paradise,Sandeep Reddy,"Chiken biriyani is very good and
Muttan biriyani is very good and
Service is very very good so i am happy
Nice place in paradise gachibowli next time visit again",5,"1 Review , 3 Followers",5/18/2019 14:03,0,
Paradise,Anjar Babu,I am regular customer in paradise but i am first time Zomato ratting given very delicious chicken Biriyani very speed service and staff also very good thank you paradise,5,"1 Review , 5 Followers",5/18/2019 13:39,0,
Paradise,Gajengi Raju,Excellent food over the years . Don’t miss whenever you visit Hyderabad . You love paradise biryani much more than Hyderabad. Excellent services .............,5,"2 Reviews , 3 Followers",5/17/2019 21:57,0,
Paradise,Shashank Sinha,"Chicken biriyani is very good and chicken pice is very soft
And
Place is very good and
Service is very good and so i am happy
And
Nexr time visit again with my friends",5,"1 Review , 5 Followers",5/17/2019 21:33,0,
Paradise,Sravani,Mutton biryani is amazing as always. Expecting to increase the quantity. Ambience is good. Staff is good. Quick response to everything. Food was served within no time which is really appreciated,5,"7 Reviews , 3 Followers",5/17/2019 21:26,0,
Paradise,Parth Dhabalia,Awesome food.. But services degraded compared to last year... Will come next time for sure... But expecting thing better than this... Thank you,5,"1 Review , 7 Followers",5/17/2019 21:11,0,
Paradise,Karthik Puram,"Polite and friendly. Visited this place for the 3rd time, and the food is decent enough. Good place to visit with the family for dinner and lunch.",5,"2 Reviews , 1 Follower",5/17/2019 21:03,0,
Paradise,Kaus,"Mumbaikars have heard about the famous paradise restaurant... Hence decided to try out this one with great hope.
Ambience at this place is great; however i was not really impressed with the food and service.

We ordered :
Chilli chicken : 2.5/ 5
Paneer tikka : 3.5/5
Chicken masala : 0.1/5 ... lowest rating possible
Chicken biryani: 3/5
Garlic naan: 2/5

The staff were least bothered and kept us waiting for like 20 mins jus to take order and after all that the food was very disappointing. This is only a much hyped restaurant. I would not go and recommend this place to anyone for frequent dine experience.",1,"7 Reviews , 2 Followers",5/16/2019 20:26,0,
Paradise,Sid,"Ordered Mutton Haleem. It was awesome! Taste of it has been really exceptional while comparing with the big names as pista house & shah ghouse. Definitely try, if you are found of Haleem.",5,"15 Reviews , 3 Followers",5/16/2019 19:42,0,
Paradise,Subha Sri,"Chicken biryani, chillie chicken were really tasty...service is very good and nice place in paradise Gachibowli so happy
Next time visiting again",5,"1 Review , 2 Followers",5/15/2019 21:03,0,
Paradise,Anupama,"Friendly staff,ambience is so good,hygiene ,got to know about the history of paradise and the biryani here is must and should try anyone can fall in love with this",5,"1 Review , 1 Follower",5/15/2019 20:52,0,
Paradise,Shashank Gupta,"Ambiance is very good and food was very good and we all have tasted different flavours our office team had a very good time ,staff were very polite and friendly",5,"1 Review , 16 Followers",5/15/2019 20:37,0,
Paradise,Nikhil Reddy,Gud food..fast service.. best people in the restaurant so fast delivery asking me to rate the restaurant nice restaurant good service many badtrips in the filed don't go,4,"1 Review , 1 Follower",5/15/2019 20:22,0,
Paradise,Aishwarya Shriyan,Kebab was tasty also the service was very prompt the staff was very courteous too. Kunal catered to all our needs and saw it to it we had a good time. A must visit place for all biryani lovers!!,5,"15 Reviews , 91 Followers",5/15/2019 20:10,0,
Paradise,Rupesh,Biriyani is good and provided a good service and ur restaurant was nice and looking goodBiriyani is good and provided a good service and ur restaurant was nice and looking goodBiriyani is good and provided a good service and ur restaurant was nice and looking good,5,"1 Review , 1 Follower",5/15/2019 19:57,0,
Paradise,Bhagyasri Jaday,The taste of the food is good. The varieties as well are many. They can work on the ambience of the restaurant. Service was pretty fast. Overall if you are a fan of biryani. You can visit it as many times as you can.,5,"1 Review , 2 Followers",5/15/2019 17:51,0,
Paradise,Supreethihg,"Very good service and food, chicken lollipop was delicious and so was the chicken biryani, large portions so you won’t be left hungry, please do visit",5,"1 Review , 2 Followers",5/15/2019 17:45,0,
Paradise,Srinivas Nemani,"Service was amazing been to biryani places but paradise birayani taste great ,
Place is cozy and great to hang out with friends
Would love to visit again",5,"1 Review , 2 Followers",5/15/2019 15:00,0,
Paradise,VINAY KUMAR,good service firstly.. and most importantly delicious Biryani.. love to visit again good food food service visit again and again chicken biriyani only for biriyani,5,"1 Review , 2 Followers",5/15/2019 14:14,0,
Paradise,Dinesh Kumar FZ,"Suprim muttan Biryani is very good and
Service is very very good and
Nice place nice in paradise
Next time visiting again with my family and friends",5,"1 Review , 3 Followers",5/15/2019 13:50,0,
Paradise,Coollauhit8,Very delicious haleem Ian so happy feeling and service also very good haleem price also very good and haleem quantity very good and staff also very good,4,"1 Review , 1 Follower",5/14/2019 20:26,0,
Paradise,Bharath Shetty,The food was simple and tasty. I also like the ambience and the quality of the dishes. Service and the restaurant were overall good and soothing to one's mood.,5,"1 Review , 1 Follower",5/14/2019 20:02,0,
Paradise,Manila Reddy,The staff were really good ..the food is delicious. The egg biryani is too good. The place is clean and neat . Ambience is amazing.a place to visit in Gachibowli.,4,"3 Reviews , 2 Followers",5/14/2019 19:00,0,
Paradise,Bawneet Narang,"Chicken Biryani was awesome.
Service was good .
Toofan thankyou for your assistance.
Place and location is easy to locate.
Thankyou for the service , would love to recommend friends and family as well .",5,"2 Reviews , 66 Followers",5/13/2019 16:02,0,
Paradise,Yukta Matlapurkar,was beautiful-peaceful and relaxing. Staff was outstanding. The restaurant was exceptional along with the hosts and servers. A must visit place,4,"18 Reviews , 11 Followers",5/13/2019 14:52,0,
Paradise,Srikar Chowdary Elaprolu,"Good food with very good service. Their Biryani's are excellent, chicken curries are good. The breads they make are alright..Good place to hangout",5,"1 Review , 1 Follower",5/13/2019 14:28,0,
Paradise,Veerla Guravaiah,Good food and service Of quality very nice and ambience or hospitality are amazing the chicken Biriyani was amazing ni redo mission Justin muffin Butch Cassidy,5,"1 Review , 2 Followers",5/13/2019 14:27,0,
Paradise,Rudhraraju Srilakshmi,Briyani was good and so crispy Briyani was good and so crispy Briyani was good and so crispy Briyani was good and so crispy service is also good,5,"1 Review , 2 Followers",5/13/2019 14:07,0,
Paradise,Mnavyasri99,Good food with nice infrastructure.serving is good but need some fast. Food was very tasteful and satisfied with every thing in Paradise. Restuarant i,5,"1 Review , 1 Follower",5/13/2019 13:29,0,
Paradise,Mownika MD,Good food..egg friend rice was nice and also chicken Tikka masala was awesome. And service was great we enjoyed the food.. people's are very nice ..,5,"2 Reviews , 4 Followers",5/12/2019 22:46,0,
Paradise,Gaurav Rajput,"Nice food as always, briyani is great.
Nice to visit here.
Specially chicken tandoori. Thank you to Kunal for serving and helping with serving.",5,"1 Review , 3 Followers",5/12/2019 22:04,0,
Paradise,Sumit Chauhan,"Taste is good 😋
Service is good other then for restaurant and very helpful employees. Sweetdish is nice and also many varities in menu card for other than restaurant",4,"0 Reviews , 4 Followers",5/12/2019 20:55,0,
Paradise,RAJ KOTTE,This is my first visit gachibowli paradise i am very happy and biriyani very delicious and service also very good and all staff also very friends ly,4,"1 Review , 2 Followers",5/12/2019 18:49,0,
Paradise,Shruti Agrawal,"A very nice place with a very humble staff. Quick service and a hospitable ambience. Very delicious food, probably the best biryanis in the country and the starters are no less either.",5,"2 Reviews , 3 Followers",5/12/2019 16:42,0,
Paradise,Prachi Tewari,Nice Biryani. The taste was good but the quantity was less. The service was good and staff was curious. 1 biryani is sufficient for two people. Value for money,4,"2 Reviews , 51 Followers",5/12/2019 12:27,1,
Paradise,N Bharath Kumar Goud,Paradise is one my favourite restaurants to eat briyani once in a while .... It's good with the service and as well the food .... Too yummy ... Tasty too ....,4,1 Review,5/11/2019 17:31,0,
Paradise,Harshita,"Chicken Biryani is excellent one of the best Hyderabadi and Service is perfect, will visit again
Ambience is good and staff is very polite. Best place for a family outing",5,"1 Review , 2 Followers",5/11/2019 14:44,0,
Paradise,Raj Mondal Raj Mondal,Good service and all food very good taste......Biryani super looking and my family is very happy thank u so much so come for again paradise gachibowli.,5,"1 Review , 1 Follower",5/11/2019 3:18,0,
Paradise,Pujitha,Good food and ambience good servise staff was good and food and servise both are good i had veg biriyani its relly good come again and again,5,"2 Reviews , 6 Followers",5/10/2019 22:48,0,
Paradise,Rathod Sangeetha,"Chiken musallam was really good and in dat we had keema also ...nice flavour..loved it .next time definently i would like to come with my family.
Toofan served us and he is really amazing guy...lovely person..nice to meet him.",5,"1 Review , 2 Followers",5/10/2019 22:29,0,
Paradise,Dinesh Chandra,"Experienced the best haleem here. Murg Musalam taste was good. Service was awesome, they were too respectable. Good ambiance. I recommend to my family and friends.",5,"2 Reviews , 34 Followers",5/10/2019 22:26,0,
Paradise,Ihita Singh,Nyc restaurant.. should come and taste haleem .. even veg is sooo good .. there is scope of imporvement.. good management and staff is also good ..,5,"1 Review , 2 Followers",5/10/2019 21:53,0,
Paradise,Chalapathi Chalapathi,"It's is very tasty and very good for health,haleem is very yummy.And the atmosphere is also very good loved the place better to try this place.",5,"1 Review , 5 Followers",5/10/2019 21:52,0,
Paradise,Suman Maskapuram,"Very tasty, specially biryani we are satisfied , service is very good, I suggest you come can try it had a great time here had a good sense of humour to the staff",5,1 Review,5/10/2019 21:35,0,
Flechazo,Vivek Vuppala,We were 4 people who visited this place on Thursday night....Ambience and service are good .Food is disappointed.Not worth for money we pay.,2,"2 Reviews , 40 Followers",5/24/2019 21:17,0,
Flechazo,Jalaj Goyal,"Here is one of the best buffet places for team lunch in Gachibowli area. This colourful place is so hospitable that you will just go muahhhh...

Ambience is quite good and has optimum free space. This place seems to be set up for team lunches only 😂. The menu present is splendid and too many items are there that you won't be able to taste each and every item(I don't even remember all the names!!!!

Starters are mouth watering (as I write), may it be veg or non veg. To begin, start with chaat counter which has a conveyor belt with plates arranged on it, this section includes sushi, golgappa, aamras shot, etc. This is self served so stop being lazy and go satiate your mouth watering taste buds!!

Delicious Starters are served on your table. The one of the attraction is the pizza oven!! You can be your own chef and try making a pizza of your choice and yeah you also get a Master Chef Certificate 😛( Hoping you may use it in your resume). Main course also has some delicacies worth trying. I am not naming any because I was having foodgasm that I hardly cared to read names.

Desserts ahhahahhhaa!!!
You have good number of options of pastries and ice creams and indian sweets. I had gulaab jamun, halwa, pastries and Pan Ice cream(which is highly praised here)!!!

The ice creams are instantly prepared using liquid nitrogen and is a treat to watch. You will also find hot jalebis and etc etc etc.

Only drawback is that during high incoming rush, staff is in a hurry and you can't have much leisure time!!!

I would suggest go and give it a try with your team or gang... I believe that you won't regret trying this fabulous place!!!

Section wise Ratings:

Ambience: 3.5/5
Staff: 3.5/5
Food: 4/5
Buffet items: 4.5/5
Overall: 4/5",4,"16 Reviews , 71 Followers",5/24/2019 15:09,3,
Flechazo,Teju Winni,Starters were very tastiest. Good place to choose and the ambience is amazing. I especially loved it. Sourav ismial had served us with pleasure.,5,1 Review,5/23/2019 14:59,0,
Flechazo,Karthik Chanda,"Best Restaurant with great food, Satyajit & Team was fabulous....Must visit place...Starters are good...Need to improve in desserts especially icecreams.",5,1 Review,5/22/2019 23:18,0,
Flechazo,Samujjwal Baruah,"Would have rated 6, +1 for the music, had it not played a Justin Bieber song! Awesome service, great food!
An waiter refused to take any tip!!!",5,"2 Reviews , 2 Followers",5/22/2019 16:01,0,
Flechazo,Simhadri Srikanth Gupta,"Had a great time. Great service. Polite and professional. Starters are too good. Excellent main course.. Overall wonderful experience..
Satyajeet, Alok, Jayanth.. Team are excellent",5,1 Review,5/21/2019 21:42,0,
Flechazo,Krishna Sahi,Awesome food. Mr Sabir ambience is really nice. Everything about flechazo forces to visit this place again. Kudos. This is my fourth visit. Always it is improving.,5,1 Review,5/21/2019 16:06,0,
Flechazo,Malathi Yarra,"Sabir-Service is extremely good. He is very courteous and fantastic. Nice ambience and super starters.. Awesome food overall.
Recommends this restaurant.. Please try out",5,"1 Review , 10 Followers",5/21/2019 13:58,0,
Flechazo,Satyajit Ray,This place Is very nice food was awasome guys are very good.we are visiting flehazo restaurant that's lovely place.i think this place is very good place.,5,1 Review,5/21/2019 2:48,0,
Flechazo,Sg.durgam,It was my birthday and I had a wonderful first experience. Jayant accompanied us with all the best starters both veg and non veg and made us very comfortable. Me and my wife had a wonderful lunch on my special day. Loved the place and foood is awesome ☺️😍,5,"1 Review , 2 Followers",5/20/2019 14:41,0,
Flechazo,Deb,Services jayanta are wonderful. Starters are very good to start with mango flavour prawns adds classic mango taste. Wish pizza is also good for different pizza lovers. Overall a fantastic experience.,5,"7 Reviews , 4 Followers",5/19/2019 22:08,0,
Flechazo,Ritushree Goswami,The ambience is awesome.. love the service and the staff here ... The variety of starters and desserts are yumm and it is a pleasure evenin.. The service by Jayanta at Flechazo Gachibowli was awesome and very warm😍,5,"1 Review , 21 Followers",5/19/2019 21:55,0,
Flechazo,Raja Vamsi,Sabir excellent service panner verry good v kabab nice. In the main course dal was very tasty. Coconut noodels was mouth watering. In the desserts gulab jamun was very yum,5,"1 Review , 1 Follower",5/19/2019 21:19,0,
Flechazo,Saurabh Mishra,"Good food, good service, value for money, friendly staff, Sabir, one of the staff members was at our service, did great job. It has a splendid menu, both in non veg, n veg. P",5,"6 Reviews , 1 Follower",5/19/2019 21:09,0,
Flechazo,Swastika Sarangi,We had a great time here.. Staffs are vry polite and friendly.. Especially Jayant was very nice to us.. overall food was good.. Highly recommend.,5,"2 Reviews , 19 Followers",5/19/2019 20:57,0,
Flechazo,Swayam Siddha Panda,I have given my b'day treat to my friends. Guys! It's an awesome place to dine. Their Starters are so good to have. We had great time with Jayant.,5,"1 Review , 1 Follower",5/19/2019 20:56,0,
Flechazo,Giri S,"Hi
This time, we are not satisfied in flechazo.. Starters are not much hot.. most of them are room temparature or little warm.. we have asked for fish starter.. we got only two pieces.. bbq wings are not good.. tooo hard... mango chilli prawns not much tasty... only maida coating smell.. no flavour nothing... we are not happy with flechazo, gachibowli...",2,4 Reviews,5/19/2019 17:06,0,
Flechazo,Gayathri Ravinder,"Wide spread buffet, taste is good too, courteous staff very polite. We had a family dinner there and all of us had a lovely time especially kids love the live counters.",5,"1 Review , 1 Follower",5/19/2019 14:58,0,
Flechazo,Fairina Siddiqui,"I’m not going to this place again. Though the ambiance is good, Flechazo Gachibowli deeply lacks a sense of hygiene. We went there as a family. The first thing that caught our attention was the extremely sticky floor. The chefs at the live counters very well display the hygiene standards of this place. You find them standing idle meddling with the ingredients, scratching their heads and using their gloved hands to handle everything around. Another unique practice I noticed was that, while the waiter serves you the starters, he is constantly touching the serving spoons/tongs to the half eaten food in your plate. Then you find him serving the same starters to the next table.
The place is chaotic, with open dried up ingredients and food kept at most counters. The main course buffet has limited choices too.
But for the well thought of ambience, there is nothing positive I could write about this place.",1,"4 Reviews , 3 Followers",5/17/2019 18:43,3,
Flechazo,Rahul Kolli,"The starters were good . Especially mutton starter , They are many varieties in Chicken then other items .
The ambience is so good and the staff is great .
Jayanta service was very good and food was on time. Thanks to them .",5,"1 Review , 1 Follower",5/16/2019 21:18,0,
Flechazo,Sneha Battula,"Flechazo brings together two culinary regions of the the world- The Mediterranean and Asian. It has a minimalistic ambiance with maximised seating which serves as an ideal place for celebration or office gatherings.
